,customerid,bank_account_type,bank_name_clients,bank_branch_clients,employment_status_clients,level_of_education_clients,age,village,state,county
1003,8a858ffa5ad810ff015ad82004960681,Savings,GT Bank,,Permanent,,44.0,Gege,Oyo,Ido
1004,8a858fa3586d20e001586d3a40c3099b,Savings,UBA,,Permanent,,35.0,,Lagos,Alimosho
1005,8a858ed45c454c11015c4c55a35d4ce0,Savings,GT Bank,,Permanent,,29.0,,Federal Capital Territory,Gwagwalada
1006,8a85880353acff880153b4d53d6b45db,Other,GT Bank,,Retired,Graduate,31.0,,Bayelsa,Southern Ijaw
1007,8a858900536a043401537e702ff74eac,Other,GT Bank,,Self-Employed,Post-Graduate,49.0,,Federal Capital Territory,Municipal Area Council
1008,8a858f5659bc0eea0159c07fa77e22e6,Savings,Heritage Bank,,Permanent,,40.0,Egbelu,Rivers,Obio/Akpor
1009,8a858f7b5ca7abe3015cab60bf2e71fb,Savings,GT Bank,,Permanent,,34.0,Itamoga,Lagos,
1010,8a858fe65675195a015679452588279c,Savings,UBA,,Permanent,,40.0,Aso,Federal Capital Territory,Municipal Area Council
1011,8a8589b953bc23f70153c12434a351b9,Savings,Zenith Bank,,Self-Employed,,40.0,Rumurolu,Rivers,Obio/Akpor
1012,8a858fd35bed00ef015bed49a2552f67,Savings,GT Bank,,Permanent,,44.0,Okuside,Oyo,Akinyele
1013,8a858f905c17123d015c177eb04038e4,Savings,EcoBank,,,,33.0,Dushepe,Federal Capital Territory,Municipal Area Council
1014,8a858e245c214660015c2ad957886351,Savings,Diamond Bank,,Permanent,,36.0,,Abidjan,
1015,8a858fe65675195a015679452588279c,Savings,UBA,,Permanent,,40.0,Aso,Federal Capital Territory,Municipal Area Council
1016,8a858ec55ca7919d015ca821f41f2ce1,Savings,Diamond Bank,,Permanent,,31.0,Ado,Lagos,Eti Osa
1017,8a858fa15c8ceaaa015c8d79c65f4f86,Savings,GT Bank,,Permanent,,45.0,Ago,Kwara,Asa
1018,8a858fde56eb02280156ff40116b2641,Other,GT Bank,,Permanent,Post-Graduate,34.0,,Plateau,Jos South
1019,8a858fff5a28d297015a32c55dee456d,Savings,GT Bank,,Permanent,,39.0,,Kaduna,Kaduna South
1020,8a858fed5a28bf0e015a2f0aa63f38d9,Savings,Zenith Bank,,Permanent,,29.0,Igbo,Lagos,Eti Osa
1021,8a858f54589736f40158a1b8a006728a,Savings,First Bank,,Retired,,55.0,Osuke,Ogun,Ado Odo/Ota
1022,8a858eac5c451942015c5546798300e4,Savings,GT Bank,,Permanent,,43.0,Okunola,Lagos,Alimosho
1023,8a858f0a56d3ed1f0156d5959f9e31fd,Other,First Bank,,Self-Employed,,40.0,,Lagos,Shomolu
1024,8a858fcf5b39c3ba015b3b269d573d36,Savings,Access Bank,,,,40.0,Abaranjeh,Lagos,Alimosho
1025,8a858eba5c884d2a015c95e9451335f7,Savings,Zenith Bank,,Permanent,,40.0,Libowu,Lagos,Ifako/Ijaye
1026,8a858e875cfa37f5015cfd05416040d7,Savings,GT Bank,,Permanent,,38.0,Ijako,Ogun,Ado Odo/Ota
1027,8a8588dc5384a05f015393fe59506c77,Savings,First Bank,,Permanent,,32.0,,Plateau,Jos North
1028,8a2a81a74ce8c05d014cfb32a0da1049,Other,Diamond Bank,,Permanent,Post-Graduate,50.0,Itirin,Lagos,Eti Osa
1029,8a1a32fc49b632520149c3b8fdf85139,Savings,GT Bank,MUSHIN BRANCH,Permanent,Graduate,43.0,Jibowu,Lagos,Ifako/Ijaye
1030,8a858e035693e02901569504a7cd4a8f,Other,First Bank,,Self-Employed,Graduate,58.0,,Ogun,Abeokuta South
1031,8a858e0156b782a10156d773847c2452,Other,First Bank,,Self-Employed,,34.0,,Osun,
1032,8a858e255557edfe015573d6e4223dc8,Savings,First Bank,,Permanent,,47.0,,Lagos,Surulere
1033,8a858e095aae82b7015aaf6ce0c80432,Savings,GT Bank,,,,35.0,,Federal Capital Territory,Municipal Area Council
1034,8a858ec75bfd77c4015c00bdf0a967b1,Savings,Stanbic IBTC,,Permanent,,36.0,Oto,Lagos,Lagos Mainland
1035,8a858e6f5cd5e874015cdf871bb30530,Savings,Zenith Bank,,Permanent,,36.0,,Federal Capital Territory,Municipal Area Council
1036,8a858f6e5cb16eb9015cc459b4c20f43,Savings,EcoBank,,,,37.0,,Osun,Ede North
1037,8a858f9f5679951a01568a490dce6d89,Other,Diamond Bank,,Self-Employed,,48.0,,Oyo,Ibadan South West
1038,8a858fa158f8ee8f0158fe8c5a574064,Savings,Skye Bank,,,,34.0,Abuja,Niger,Suleja
1039,8a858fbd5cd6054a015ce40a0d000a54,Savings,GT Bank,,Permanent,,37.0,Ewu,Lagos,Oshodi/Isolo
1040,8a858eb75c21a2b9015c2a3cd3363330,Savings,UBA,,Permanent,,41.0,,Lagos,Alimosho
1041,8a858ee758a4dfbc0158a5b0d9db0be8,Savings,Zenith Bank,,Student,,28.0,Odo Ona,Oyo,Oluyole
1042,8a858f2756cec0a30156e2d4cea415a3,Other,UBA,,Permanent,Graduate,34.0,Cardoso,Lagos,Alimosho
1043,8a858ee0560bc077015613b7551c61f6,Savings,First Bank,,Permanent,,40.0,,Lagos,Apapa
1044,8a858fe55693989201569a64b99b11a1,Other,Diamond Bank,,Permanent,,41.0,,Lagos,
1045,8a858e5d57518f460157579f21843441,Savings,GT Bank,,Student,Graduate,39.0,,Akwa Ibom,
1046,8a858ea35b1f6798015b1fba337d412a,Savings,GT Bank,,,,60.0,Coker,Lagos,Ifako/Ijaye
1047,8a85880353acff880153b92f8599568b,Other,First Bank,,Self-Employed,Graduate,45.0,Rurowolukwo,Rivers,Obio/Akpor
1048,8a858f185d1daff6015d1df2460e159a,Savings,GT Bank,,,,44.0,,Osun,Olorunda
1049,8a858f335c8d9723015c8da0ed2b04bf,Savings,GT Bank,,Permanent,,36.0,,Kwara,Ilorin East
1050,8a85896653f0fed2015409612ce006b1,Other,GT Bank,,Self-Employed,,36.0,Isheri-Olofin,Lagos,Alimosho
1051,8a858fa154e2912f0154e772203a2dea,Savings,Zenith Bank,,Unemployed,,29.0,Oworonṣoki,Lagos,Kosofe
1052,8a858ffc5aa39049015aa41ffcef5d1c,Savings,Zenith Bank,,Permanent,,37.0,,Lagos,Ikeja
1053,8a858e645654fdc4015655c79af04df0,Other,Zenith Bank,,Self-Employed,Post-Graduate,37.0,,Delta,Oshimili South
1054,8a858f785ad67c4d015ad6c1b9f4339e,Savings,Access Bank,,Permanent,,36.0,Igbeba,Ogun,
1055,8a858ed45c454c11015c4e4b4559656a,Savings,GT Bank,,Permanent,,37.0,,Ekiti,
1056,8a858e5f59d133690159d21dcd085768,Savings,Diamond Bank,,Permanent,,32.0,,Anambra,Awka South
1057,8a858ec559dbb41a0159df903f87302e,Savings,First Bank,,Permanent,,36.0,,Akwa Ibom,Eket
1058,8a858fe8555f401f0155736da4b20e0a,Other,GT Bank,,Permanent,,33.0,Oto,Lagos,Lagos Mainland
1059,8a858f9a56435559015648a1594a0008,Savings,GT Bank,,Student,,27.0,Asikoro,Bayelsa,
1060,8a858e145bf81459015bfc2992285a80,Savings,Access Bank,,Permanent,,34.0,,Lagos,Mushin
1061,8a858e415c20f3f8015c2107ff010c56,Savings,Diamond Bank,,Permanent,,29.0,,Federal Capital Territory,Municipal Area Council
1062,8a858ea35c7ce42e015c7d14e11519d1,Savings,First Bank,,Permanent,,32.0,Onihale,Ogun,Ifo
1063,8a85897353d85af80153d8a56c3401b8,Other,GT Bank,,Permanent,Graduate,37.0,Bota,Oyo,Oluyole
1064,8a858f3d5add42e2015ae1a08bd806dc,Savings,GT Bank,,Permanent,,32.0,Mosan,Lagos,Alimosho
1065,8a858e6a5bfd4b54015c0dc45b31270b,Savings,EcoBank,,,,43.0,Obanikoro,Lagos,Shomolu
1066,8a858e615c832be8015c83f6af853b59,Savings,Diamond Bank,,,,41.0,,Ogun,Obafemi Owode
1067,8a858e875c63d395015c72552f637255,Savings,Zenith Bank,,Permanent,,37.0,Iju Junction,Lagos,Ifako/Ijaye
1068,8a858e9156e137c60156ff22fcad444c,Other,Access Bank,,Permanent,Post-Graduate,36.0,Atan,Lagos,Alimosho
1069,8a858eac5c451942015c53be63956f40,Savings,GT Bank,,Permanent,,31.0,,Rivers,
1070,8a858e135cb22031015cbf92f3be3c16,Savings,GT Bank,,,,38.0,,Lagos,Ikeja
1071,8a858f7c5be8dc45015be8eaadb90c0e,Savings,UBA,,Permanent,,31.0,Opamore,Lagos,Kosofe
1072,8a858e345bece94d015becf4b91c0882,Savings,GT Bank,,Permanent,,35.0,,Federal Capital Territory,Municipal Area Council
1073,8a85896653f0fed20154047ec0720b35,Savings,GT Bank,,Self-Employed,Graduate,43.0,,Ogun,Abeokuta South
1074,8a858e6a5bfd4b54015bfe4453635a92,Savings,Stanbic IBTC,,Permanent,,33.0,,Cross River,Calabar Municipal
1075,8a858ffb5b350b52015b355b3ea542d3,Savings,First Bank,,,,30.0,Eziama,Imo,Nkwerre
1076,8a858f6f5b3f095b015b3fb8a8e7099f,Savings,GT Bank,,Permanent,,31.0,Yaba,Lagos,Lagos Mainland
1077,8a8589b953bc23f70153c7b5e85f25bd,Other,GT Bank,,Self-Employed,,37.0,,Kano,Nassarawa
1078,8a858f8e59d0b8930159d10900473713,Savings,UBA,,,,42.0,Aiyetoro,Ogun,Ado Odo/Ota
1079,8a858f265c2187bd015c2686b0ad1782,Savings,Access Bank,,Permanent,,42.0,,Ogun,Abeokuta South
1080,8a858e235bd971a4015bd9797df9031a,Savings,First Bank,,Permanent,,35.0,,Federal Capital Territory,Municipal Area Council
1081,8a858e255557edfe015558db096544c4,Other,GT Bank,,Self-Employed,Graduate,34.0,Mowe,Ogun,Obafemi Owode
1082,8a858e2b598cba8201598e0475ff4489,Savings,UBA,,,,44.0,,Lagos,Amuwo Odofin
1083,8a858f30551130db01551d15af161287,Other,First Bank,,Permanent,,37.0,Yaba,Lagos,Lagos Mainland
1084,8a858fda56562f8f0156646c526f10f3,Other,First Bank,,Self-Employed,,47.0,,Oyo,Ibadan North East
1085,8a858f97594ab63d0159654a74ff2b9c,Savings,UBA,,Permanent,,42.0,,Lagos,Ojo
1086,8a858f0455d9feaf0155f787fdf02e2c,Other,UBA,,Self-Employed,,38.0,Odogun,Lagos,Kosofe
1087,8a858ffd5c8d343d015c978f755b7fbe,Savings,GT Bank,,Permanent,,36.0,,Lagos,Kosofe
1088,8a858e245c214660015c270224c83207,Savings,GT Bank,,Permanent,,37.0,,Federal Capital Territory,Municipal Area Council
1089,8a858fc45c21da6f015c2792e305241e,Savings,GT Bank,,Permanent,,34.0,,Lagos,Ikeja
1090,8a858e6c5c88d145015c8b9627cd5a48,Savings,Sterling Bank,,Permanent,,43.0,Iponri,Lagos,Surulere
1091,8a858eea5a232d51015a2452529c1455,Savings,GT Bank,,Permanent,,35.0,,Lagos,Kosofe
1092,8a858f375b493337015b4c804080216e,Savings,GT Bank,,Permanent,,32.0,Ifako,Lagos,Ifako/Ijaye
1093,8a858e69566ae5b801567378795b7add,Other,GT Bank,,Permanent,,46.0,Wasimi Ojokoro,Lagos,Ifako/Ijaye
1094,8a858e625c8d993a015c95e7ced318df,Savings,Access Bank,,Permanent,,34.0,Adegbite,Oyo,Ibadan South West
1095,8a858e6656322b0f01564d0f26735252,Other,First Bank,,Permanent,,40.0,,Lagos,Lagos Island
1096,8a858e5f5af1e7e7015af206af7b09d8,Savings,GT Bank,,Permanent,,43.0,Miri,Bauchi,
1097,8a858e495cef1ef1015cef8066103757,Savings,GT Bank,,Permanent,,53.0,Maiyegun,Lagos,Eti Osa
1098,8a858e285c7c7fc9015c7ce104e64a2e,Savings,GT Bank,,Permanent,,42.0,,Bayelsa,Kolokuma/Opokuma
1099,8a85898a53bc15600153bed1da1525cf,Savings,First Bank,,Permanent,,32.0,Alagbede,Lagos,Surulere
1100,8a858e7855113fb7015522e6b858084b,Savings,FCMB,,Permanent,Graduate,40.0,Opamore,Lagos,Kosofe
1101,8a858ee55cb156e6015cb66be8d56d5f,Savings,Skye Bank,,Permanent,,39.0,Agidingbi,Lagos,Ikeja
1102,8a858faf5679a838015680f89d553201,Other,GT Bank,,Self-Employed,,36.0,,Ogun,Abeokuta South
1103,8a858f565c3acb9d015c3e42eebe16fd,Savings,Access Bank,,,,34.0,Itire,Lagos,Surulere
1104,8a858f475b8bd761015b8c03cb5920cf,Savings,FCMB,AKUTE,Permanent,Graduate,29.0,George,Lagos,Ikeja
1105,8a858f235b8bf5bc015b8c24d398238b,Savings,Wema Bank,,Permanent,,31.0,Emuren,Lagos,
1106,8a85882653e2eb990153e7b4c52d2815,Other,GT Bank,OBA ADEBIMPE,Self-Employed,Graduate,38.0,,Oyo,Ibadan North
1107,8a858f105b433879015b4367a838435d,Savings,Fidelity Bank,,Permanent,,41.0,Libowu,Lagos,Ifako/Ijaye
1108,8a858f61560bc0e501561ce4bc1a17ee,Savings,Access Bank,,Permanent,,38.0,,Delta,Oshimili South
1109,8a858f565c3acb9d015c3b9369bb571a,Savings,Zenith Bank,,Unemployed,,31.0,Ikot Ekpe,Akwa Ibom,
1110,8a858e955631db4401564177c5290d69,Other,GT Bank,,Self-Employed,Graduate,33.0,Ewu,Lagos,Oshodi/Isolo
1111,8a858e2155defefd0155df91c4f63ade,Other,GT Bank,,Permanent,,47.0,Alausa,Lagos,Ikeja
1112,8a8589d754a05c0a0154a48518666580,Savings,Zenith Bank,,Permanent,,41.0,Itirin,Lagos,Eti Osa
1113,8a858f6b570f2de901572863d8bd0a9c,Other,GT Bank,,Permanent,Graduate,37.0,,Federal Capital Territory,Municipal Area Council
1114,8a858f5c5bfc7082015bfcd94a2848c3,Savings,GT Bank,,Permanent,,33.0,Isebo,Oyo,Egbeda
1115,8a858f0056b7cf8e0156c10ef5725adc,Other,Union Bank,,Permanent,Secondary,30.0,Alapako,Lagos,Amuwo Odofin
1116,8a858edb5bd936e4015bddece62633a1,Savings,First Bank,,Permanent,,33.0,,Lagos,Eti Osa
1117,8a858f495beda5ee015bedc9ee591a30,Savings,Wema Bank,,,,46.0,,Lagos,
1118,8a858fba5cd5feee015ce3c294891874,Savings,Access Bank,,,,47.0,,Delta,
1119,8a858fcd5bd42c30015bd43a8d6c054c,Savings,Fidelity Bank,,Permanent,,34.0,,Edo,Oredo
1120,8a858e2d597cf6250159830fb43c57ac,Savings,Access Bank,,Permanent,,41.0,Coker,Lagos,Ifako/Ijaye
1121,8a858f8f5bcde0f4015bcde1dbd7002f,Savings,GT Bank,,Permanent,,31.0,,Lagos,Amuwo Odofin
1122,8a858e6f5cd5e874015ce590db62623e,Savings,Access Bank,,Permanent,,30.0,Ikpokiri,Rivers,Okrika
1123,8a858fc25baeeeff015baf446e843009,Current,GT Bank,,Permanent,,41.0,Akaba,Bayelsa,
1124,8a858f03582604ff0158260fcc730548,Other,First Bank,,Permanent,Graduate,37.0,Apese,Lagos,Eti Osa
1125,8a858fb95bd896cc015bd8a3d0c907df,Savings,Zenith Bank,,Permanent,,38.0,Akowonjo,Lagos,Agege
1126,8a81890b51d31db90151d5fd989c1dbd,Savings,Sterling Bank,"STERLING BANK PLC 102, IJU ROAD, IFAKO BRANCH",Permanent,Graduate,38.0,Iju Junction,Lagos,Ifako/Ijaye
1127,8a858fb15b34a708015b350c4a1a58d2,Current,UBA,,Permanent,,36.0,,Ogun,
1128,8a858e395cb1d4d9015cc4deb919484a,Savings,Access Bank,,Permanent,,38.0,,Lagos,Alimosho
1129,8a858ef255c55fd60155d8d5a18048fb,Savings,Skye Bank,,Self-Employed,Secondary,38.0,Iriebe,Rivers,Obio/Akpor
1130,8a858fca5c830943015c83ea03b96004,Savings,GT Bank,,Permanent,,31.0,Yaba,Lagos,Lagos Mainland
1131,8a858f495a70f465015a7a2f376a4a49,Savings,Diamond Bank,,Permanent,,32.0,,Oyo,Ibadan North East
1132,8a858ebd590802ef01590ebd882056d6,Savings,GT Bank,,Permanent,,44.0,Onigbongbo,Lagos,Ikeja
1133,8a858ffd5c8d343d015c9108df9833cc,Savings,Diamond Bank,,Permanent,,30.0,Apese,Lagos,Eti Osa
1134,8a858f9e5a6b4fad015a6bc035af3d70,Savings,GT Bank,,Permanent,,36.0,Animashawun,Lagos,Surulere
1135,8a858f4f5511dca2015527f16c630032,Other,GT Bank,,Self-Employed,,34.0,Mafoluku Area,Lagos,Oshodi/Isolo
1136,8a858f6a5d1e09b3015d28d2bea41914,Savings,GT Bank,,Permanent,,31.0,Apataganga,Oyo,Ibadan South West
1137,8a858e475c1c2ea7015c1cedf8cd2eac,Savings,First Bank,,,,42.0,,Lagos,Lagos Island
1138,8a858fb65b2020b2015b2387b22b70d4,Savings,GT Bank,,Permanent,,34.0,Igbile,Ogun,Odogbolu
1139,8a858e0a5668e69c015669d6d4233c13,Savings,Access Bank,,Permanent,,32.0,,Osun,Olorunda
1140,8a858f025c10dbcc015c113d455932a1,Savings,EcoBank,,Permanent,,39.0,Oroworokwo,Rivers,
1141,8a858f7d5cf9aef9015cfee1f3b171fd,Savings,GT Bank,,,,39.0,,Enugu,Enugu South
1142,8a85886e54beabf90154bf4062f42d84,Savings,GT Bank,,Permanent,Post-Graduate,38.0,Idiya,Kwara,Asa
1143,8a858e935b496584015b5198c2b30b82,Savings,Union Bank,,Permanent,,34.0,Emuren,Lagos,
1144,8a858fd3552c75620155394ed06d4f89,Current,First Bank,,Contract,,35.0,,Kwara,Ilorin West
1145,8a858eff5b393484015b3935d76e0181,Savings,Skye Bank,,Permanent,,35.0,,Federal Capital Territory,Municipal Area Council
1146,8a858e605ce99f55015ceacaa29d0ba5,Savings,GT Bank,,Permanent,,42.0,,Kwara,
1147,8a858f9f5bd99987015bd9f0e7c81fd0,Savings,Zenith Bank,,Permanent,,46.0,,Federal Capital Territory,Municipal Area Council
1148,8a858eea5a232d51015a24ed254c22de,Savings,Zenith Bank,,Permanent,,53.0,,Niger,Chanchaga
1149,8a858fd05bfd7d3c015c00da25930330,Savings,Zenith Bank,,Permanent,,46.0,Ikota,Lagos,Eti Osa
1150,8a858e0e5b80bb4c015b81746a0f5481,Savings,Zenith Bank,,Permanent,,38.0,,Federal Capital Territory,Municipal Area Council
1151,8a858ff556236fa801562d3353964355,Savings,Access Bank,,Self-Employed,,32.0,Idi Oro,Lagos,Mushin
1152,8a858f3455a0d8070155a10f5ce91063,Other,First Bank,,Permanent,,48.0,,Benue,
1153,8a858e475c1c2ea7015c20659af8484a,Savings,First Bank,,Permanent,,45.0,,Edo,Oredo
1154,8a858e3e5b3ee747015b3f5c97746a87,Savings,Diamond Bank,,Permanent,,38.0,Adofure,Ondo,Akure South
1155,8a858fc75cd62882015ce3990b726a9b,Savings,Access Bank,,Permanent,,39.0,Alausa,Lagos,Ikeja
1156,8a858fda56562f8f01565f8c6f936c46,Other,GT Bank,,Self-Employed,,30.0,,Lagos,Eti Osa
1157,8a858ee45b8c041c015b8f54f49030ed,Savings,UBA,,Permanent,,34.0,,Osun,Olorunda
1158,8a85886f543912e301543dfa84bb3132,Savings,Zenith Bank,,Permanent,,46.0,Iju Junction,Lagos,Ifako/Ijaye
1159,8a858f79588789bd015888469c4b2ee4,Savings,GT Bank,,,,36.0,Ijoko,Ogun,Ado Odo/Ota
1160,8a858ea555d9e6020155ef96851d0817,Other,Zenith Bank,,Permanent,,34.0,Igbobi,Lagos,Shomolu
1161,8a858edf5800e03101580744172052fc,Other,GT Bank,,Permanent,Graduate,34.0,Ado,Lagos,Eti Osa
1162,8a858f495a70f465015a7562d9b20ad9,Savings,Access Bank,,Permanent,,43.0,Apese,Lagos,Eti Osa
1163,8a858f475c7ea023015c81ad999a0386,Savings,FCMB,,Permanent,,41.0,Oduwole,Lagos,Alimosho
1164,8a858eba5c884d2a015c91134a6222d8,Savings,Skye Bank,,Permanent,,33.0,Ale,Lagos,Badagry
1165,8a858fa158d4a6c00158f545e583678b,Savings,Diamond Bank,,Permanent,,38.0,,Osun,Olorunda
1166,8a858f98560bbe1101560ccaa0f8413b,Savings,GT Bank,,Self-Employed,,39.0,Obanikoro,Lagos,Shomolu
1167,8a85896653f0fed20153f755e081662f,Other,GT Bank,,Permanent,,34.0,,Lagos,Ikeja
1168,8a8589b953bc23f70153c19cb08a6c49,Savings,GT Bank,,Permanent,,33.0,,Lagos,Kosofe
1169,8a858ebc572e1e3a01572fa91eca67b7,Other,Zenith Bank,,Self-Employed,,28.0,,Delta,Oshimili South
1170,8a858f4e5ca72981015ca72f23a303a3,Savings,GT Bank,,Permanent,,42.0,Falomo,Lagos,Eti Osa
1171,8a858e035693e0290156b7095c00491c,Other,Diamond Bank,,Permanent,,48.0,,Lagos,Amuwo Odofin
1172,8a858e065ccb8bc0015ccc9d8c2532cb,Savings,Zenith Bank,,Permanent,,38.0,Ilado,Lagos,Eti Osa
1173,8a858e005ca7abe3015ca9c692843861,Savings,Diamond Bank,,Permanent,,52.0,,Oyo,Ibadan South West
1174,8a858f3b59eed4f10159ef4562a23e9b,Savings,Access Bank,,Permanent,,52.0,Odo Ona,Oyo,Oluyole
1175,8a858f0f5bfd79d2015c0160587e37cf,Savings,GT Bank,,Permanent,,28.0,Igbobi,Lagos,Shomolu
1176,8a858e2d565657b1015668e28ed86029,Other,UBA,,Permanent,,40.0,,Ondo,Akure North
1177,8a858f1f5c16cb02015c1717673528c5,Savings,Sterling Bank,,Permanent,,36.0,,Gombe,
1178,8a858e4f58b9f0b40158b9f4ff09011e,Savings,Diamond Bank,,Permanent,,36.0,,Lagos,Lagos Island
1179,8a8589c1545181f3015454b4cdd9002b,Savings,Diamond Bank,,Permanent,,43.0,Sogeke,Ogun,Abeokuta South
1180,8a858e955add2971015addaaea8c1d86,Savings,GT Bank,,Permanent,,30.0,,Federal Capital Territory,Municipal Area Council
1181,8a858f4d59f551120159f6865c371501,Savings,GT Bank,,,,28.0,,Kwara,Ilorin East
1182,8a858e7655072083015517c8fe5b2942,Savings,Zenith Bank,,Permanent,Graduate,45.0,,Lagos,Badagry
1183,8a858e985885ff6d015888f527e12be6,Savings,UBA,,Permanent,,31.0,Dobu,Rivers,
1184,8a858eb858b1a6d20158b9593d3f20db,Savings,FCMB,,Permanent,,40.0,,Plateau,Jos North
1185,8a858fcb5ca240f7015ca5f72d8c6357,Savings,Stanbic IBTC,,Permanent,,33.0,Obanikoro,Lagos,Shomolu
1186,8a858e5e57adcb8e0157b4dbcd455ccb,Other,First Bank,,Permanent,Graduate,37.0,Olode,Oyo,Egbeda
1187,8a858f185c884965015c88a2cf95321c,Savings,EcoBank,,Permanent,,39.0,,Delta,Warri North
1188,8a858fc75cd62882015cdaf2f4311b3f,Savings,GT Bank,,Permanent,,47.0,,Federal Capital Territory,Municipal Area Council
1189,8a858f635a8a972f015a8b9cb9d14bd5,Savings,GT Bank,,Permanent,,37.0,,Oyo,Ibadan North
1190,8a858e185b4923b4015b50807fef1ab5,Savings,GT Bank,,Permanent,,37.0,,Federal Capital Territory,Municipal Area Council
1191,8a8589845369f34301537c2ccbeb6972,Current,First Bank,,Permanent,,49.0,,Lagos,
1192,8a858e0a5a85cfaa015a89b1af345719,Savings,Access Bank,,Permanent,,36.0,Aiyetoro,Lagos,Ajeromi/Ifelodun
1193,8a858e785c8d9167015c9d882f8c173e,Savings,GT Bank,,Permanent,,35.0,Ikota,Lagos,Eti Osa
1194,8a858eef55548905015572bde55a59e3,Savings,Diamond Bank,,Permanent,,28.0,Rumu-Epeni,Rivers,Obio/Akpor
1195,8a858fd05c7d6f76015c7d9f35f82450,Savings,GT Bank,,Permanent,,52.0,,Lagos,Lagos Island
1196,8a858ee55cb156e6015cc1111a7b6f79,Savings,GT Bank,,,,37.0,Okepa,Lagos,Eti Osa
1197,8a858e9b5a195041015a1a602a51519d,Savings,GT Bank,,,,39.0,Rafin Madugu,Niger,Suleja
1198,8a858ff85bd93919015be24c4f851772,Savings,First Bank,,Permanent,,31.0,Orile Oshodi,Lagos,Oshodi/Isolo
1199,8a858fec5ceec886015ceee4a2ab15ac,Savings,Diamond Bank,,Permanent,,35.0,Rumuomasi,Rivers,Obio/Akpor
1200,8a858f085bcf44be015bd2e931310a74,Savings,FCMB,,,,46.0,Eggan,Lagos,Alimosho
1201,8a8589f853f100fb0153f85f57326137,Other,GT Bank,,Permanent,Post-Graduate,42.0,,Federal Capital Territory,Municipal Area Council
1202,8a858f61560bc0e5015612044d501fe2,Savings,GT Bank,,Self-Employed,,38.0,,Oyo,Ibadan North East
1203,8a858e135c7e2eec015c81e0d3d1325d,Savings,First Bank,,Permanent,,42.0,,Lagos,Ikeja
1204,8a858ece5b0142e3015b067c026713e3,Current,Zenith Bank,,Permanent,,39.0,,Lagos,Lagos Island
1205,8a858f865d0e2874015d0e5d4aeb2c32,Savings,UBA,,Permanent,,29.0,Ebute-Metta,Lagos,Lagos Mainland
1206,8a858ff25b8b1ddb015b8b2f92ff0c68,Savings,Access Bank,,Permanent,,33.0,Umu Oma,Imo,Owerri West
1207,8a858f905c06a9c0015c06f14e5506fb,Savings,Diamond Bank,,Permanent,,36.0,Ihalav,Benue,Guma
1208,8a858ed158f3044d0158fca3eea0698e,Savings,GT Bank,,Permanent,,33.0,Olute,Lagos,Amuwo Odofin
1209,8a858ef75b43fc73015b44be6f14622d,Current,Wema Bank,,Permanent,,35.0,,Oyo,Ibadan North East
1210,8a858f915a3bd604015a3c5c4c124545,Savings,GT Bank,,Permanent,,35.0,,Ogun,Yewa South
1211,8a858fd458639fcc015868eb14b542ad,Savings,GT Bank,,,,34.0,Eleputu,Lagos,Ibeju Lekki
1212,8a858f99560bbe4501561ee41ef71de5,Other,EcoBank,,Self-Employed,,43.0,Gidan Nbora,Federal Capital Territory,Municipal Area Council
1213,8a858f4a584475fb015848bc78d532a6,Savings,UBA,,Permanent,Graduate,53.0,Ewu,Lagos,Oshodi/Isolo
1214,8a8588235384a58d01539f23b1071fd9,Other,Access Bank,,Self-Employed,,36.0,Gboko,Benue,Gboko
1215,8a858e6a5bfd4b54015c01d5bc6855c7,Savings,Access Bank,,Permanent,,44.0,,Nasarawa,
1216,8a858f495c5973ce015c59c5f099417c,Savings,Skye Bank,,Permanent,,39.0,,Lagos,Ikeja
1217,8a858f0056b7cf8e0156d5f3c4f26f03,Savings,GT Bank,,Permanent,,38.0,Igbobi,Lagos,Shomolu
1218,8a858ed759ffb4d1015a02d41aa95acf,Savings,GT Bank,,,,37.0,,Lagos,Lagos Island
1219,8a858f385b34d285015b368d23720716,Savings,Diamond Bank,,Permanent,,33.0,Gamo,Kwara,Ilorin South
1220,8a858f965c6950da015c69c571b93c16,Savings,First Bank,,Permanent,,44.0,,Oyo,Lagelu
1221,8a858e0b5cf4883c015cf7f015511f70,Savings,EcoBank,,,,43.0,,Lagos,Lagos Island
1222,8a858edb5bd936e4015be280d1ce22c4,Savings,GT Bank,,,,29.0,Maiyegun,Lagos,Eti Osa
1223,8a858efe5bf7bae7015bf7fe86072852,Savings,GT Bank,,Permanent,,35.0,Idi Oro,Lagos,Mushin
1224,8a858fa95c695f85015c6dde5682348a,Savings,Access Bank,,Permanent,,35.0,Ajebo,Lagos,
1225,8a8589045384bd830153a26a18566fcd,Savings,Access Bank,,Permanent,,42.0,Mgbu-Oba,Rivers,Obio/Akpor
1226,8a858fd05bfd7d3c015bfdfa3fee2e3a,Savings,Access Bank,,Permanent,,35.0,Ankuru,Federal Capital Territory,Municipal Area Council
1227,8a858e115af6c526015af8adf8fa3495,Savings,GT Bank,,Permanent,,40.0,Ikotun,Lagos,Alimosho
1228,8a858f1554e294490154fce5bc2f6140,Other,UBA,,Permanent,,44.0,Igbosere,Lagos,Eti Osa
1229,8a858e9d59f013710159f3efc4683cec,Savings,First Bank,,,,41.0,Ikot Oku Mfang,Akwa Ibom,Abak
